,links,words,counts
0,https://www.smh.org.tw/mag1/3910.htm,食慾不振,2
0,https://www.smh.org.tw/mag1/3910.htm,體重,1
0,https://www.smh.org.tw/mag1/3910.htm,減輕,1
0,https://www.smh.org.tw/mag1/3910.htm,失眠,1
0,https://www.smh.org.tw/mag1/3910.htm,疲倦,2
0,https://www.smh.org.tw/mag1/3910.htm,無力,1
0,https://www.smh.org.tw/mag1/3910.htm,念頭,2
0,https://www.smh.org.tw/mag1/3910.htm,濫用,2
0,https://www.smh.org.tw/mag1/3910.htm,過度,2
0,https://www.smh.org.tw/mag1/3910.htm,注意,1
0,https://www.smh.org.tw/mag1/3910.htm,身體,10
0,https://www.smh.org.tw/mag1/3910.htm,重大,1
0,https://www.smh.org.tw/mag1/3910.htm,病患,7
0,https://www.smh.org.tw/mag1/3910.htm,明顯,5
0,https://www.smh.org.tw/mag1/3910.htm,焦慮,2
0,https://www.smh.org.tw/mag1/3910.htm,心悸,2
0,https://www.smh.org.tw/mag1/3910.htm,稱為,3
0,https://www.smh.org.tw/mag1/3910.htm,專注,1
0,https://www.smh.org.tw/mag1/3910.htm,出現,4
0,https://www.smh.org.tw/mag1/3910.htm,不適,1
0,https://www.smh.org.tw/mag1/3910.htm,現象,2
0,https://www.smh.org.tw/mag1/3910.htm,兒童,1
0,https://www.smh.org.tw/mag1/3910.htm,青少年,1
0,https://www.smh.org.tw/mag1/3910.htm,問題,6
0,https://www.smh.org.tw/mag1/3910.htm,行為,2
0,https://www.smh.org.tw/mag1/3910.htm,主要,2
0,https://www.smh.org.tw/mag1/3910.htm,男性,2
0,https://www.smh.org.tw/mag1/3910.htm,患者,5
0,https://www.smh.org.tw/mag1/3910.htm,統計,1
0,https://www.smh.org.tw/mag1/3910.htm,門診,1
0,https://www.smh.org.tw/mag1/3910.htm,困擾,1
0,https://www.smh.org.tw/mag1/3910.htm,嚴重,9
0,https://www.smh.org.tw/mag1/3910.htm,需要,2
0,https://www.smh.org.tw/mag1/3910.htm,接受,2
0,https://www.smh.org.tw/mag1/3910.htm,正確,1
0,https://www.smh.org.tw/mag1/3910.htm,失落,2
0,https://www.smh.org.tw/mag1/3910.htm,人際,2
0,https://www.smh.org.tw/mag1/3910.htm,關係,3
0,https://www.smh.org.tw/mag1/3910.htm,不斷,1
0,https://www.smh.org.tw/mag1/3910.htm,挫折,3
0,https://www.smh.org.tw/mag1/3910.htm,壓力,8
0,https://www.smh.org.tw/mag1/3910.htm,人生,2
0,https://www.smh.org.tw/mag1/3910.htm,朋友,1
0,https://www.smh.org.tw/mag1/3910.htm,家庭,1
0,https://www.smh.org.tw/mag1/3910.htm,更年期,2
0,https://www.smh.org.tw/mag1/3910.htm,死亡,1
0,https://www.smh.org.tw/mag1/3910.htm,慢性,3
0,https://www.smh.org.tw/mag1/3910.htm,焦慮症,1
0,https://www.smh.org.tw/mag1/3910.htm,恐慌症,1
0,https://www.smh.org.tw/mag1/3910.htm,照顧,1
0,https://www.smh.org.tw/mag1/3910.htm,女性,2
0,https://www.smh.org.tw/mag1/3910.htm,症候群,2
0,https://www.smh.org.tw/mag1/3910.htm,甲狀腺素,1
0,https://www.smh.org.tw/mag1/3910.htm,家族,4
0,https://www.smh.org.tw/mag1/3910.htm,遺傳,3
0,https://www.smh.org.tw/mag1/3910.htm,性格,8
0,https://www.smh.org.tw/mag1/3910.htm,方面,3
0,https://www.smh.org.tw/mag1/3910.htm,依賴,1
0,https://www.smh.org.tw/mag1/3910.htm,面對,1
0,https://www.smh.org.tw/mag1/3910.htm,上述,1
0,https://www.smh.org.tw/mag1/3910.htm,有效,1
0,https://www.smh.org.tw/mag1/3910.htm,容易,2
0,https://www.smh.org.tw/mag1/3910.htm,導致,3
0,https://www.smh.org.tw/mag1/3910.htm,適應,3
0,https://www.smh.org.tw/mag1/3910.htm,障礙,3
0,https://www.smh.org.tw/mag1/3910.htm,外在,4
0,https://www.smh.org.tw/mag1/3910.htm,事件,3
0,https://www.smh.org.tw/mag1/3910.htm,影響,3
0,https://www.smh.org.tw/mag1/3910.htm,時期,1
0,https://www.smh.org.tw/mag1/3910.htm,通常,6
0,https://www.smh.org.tw/mag1/3910.htm,超過,2
0,https://www.smh.org.tw/mag1/3910.htm,環境,1
0,https://www.smh.org.tw/mag1/3910.htm,長期,2
0,https://www.smh.org.tw/mag1/3910.htm,狀態,2
0,https://www.smh.org.tw/mag1/3910.htm,造成,5
0,https://www.smh.org.tw/mag1/3910.htm,能力,1
0,https://www.smh.org.tw/mag1/3910.htm,品質,1
0,https://www.smh.org.tw/mag1/3910.htm,重度,3
0,https://www.smh.org.tw/mag1/3910.htm,程度,2
0,https://www.smh.org.tw/mag1/3910.htm,功能,2
0,https://www.smh.org.tw/mag1/3910.htm,行動,1
0,https://www.smh.org.tw/mag1/3910.htm,遲緩,1
0,https://www.smh.org.tw/mag1/3910.htm,意念,1
0,https://www.smh.org.tw/mag1/3910.htm,傾向,1
0,https://www.smh.org.tw/mag1/3910.htm,低落,1
0,https://www.smh.org.tw/mag1/3910.htm,說話,1
0,https://www.smh.org.tw/mag1/3910.htm,持續,2
0,https://www.smh.org.tw/mag1/3910.htm,躁鬱症,2
0,https://www.smh.org.tw/mag1/3910.htm,藥物,6
0,https://www.smh.org.tw/mag1/3910.htm,罹患,2
0,https://www.smh.org.tw/mag1/3910.htm,發病,2
0,https://www.smh.org.tw/mag1/3910.htm,預防,3
0,https://www.smh.org.tw/mag1/3910.htm,協助,4
0,https://www.smh.org.tw/mag1/3910.htm,適當,5
0,https://www.smh.org.tw/mag1/3910.htm,處理,2
0,https://www.smh.org.tw/mag1/3910.htm,尋求,1
0,https://www.smh.org.tw/mag1/3910.htm,資源,1
0,https://www.smh.org.tw/mag1/3910.htm,社會,3
0,https://www.smh.org.tw/mag1/3910.htm,支持,2
0,https://www.smh.org.tw/mag1/3910.htm,給予,1
0,https://www.smh.org.tw/mag1/3910.htm,關懷,1
0,https://www.smh.org.tw/mag1/3910.htm,專業,1
0,https://www.smh.org.tw/mag1/3910.htm,心理,4
0,https://www.smh.org.tw/mag1/3910.htm,原因,1
0,https://www.smh.org.tw/mag1/3910.htm,大腦,1
0,https://www.smh.org.tw/mag1/3910.htm,改善,2
0,https://www.smh.org.tw/mag1/3910.htm,效果,2
0,https://www.smh.org.tw/mag1/3910.htm,副作用,2
0,https://www.smh.org.tw/mag1/3910.htm,使用,1
0,https://www.smh.org.tw/mag1/3910.htm,改變,1
0,https://www.smh.org.tw/mag1/3910.htm,缺乏,1
0,https://www.smh.org.tw/mag1/3910.htm,思考,1
0,https://www.smh.org.tw/mag1/3910.htm,分析,1
0,https://www.smh.org.tw/mag1/3910.htm,提供,1
0,https://www.smh.org.tw/mag1/3910.htm,不良,1
0,https://www.smh.org.tw/mag1/3910.htm,包括,1
0,https://www.smh.org.tw/mag1/3910.htm,心理治療,2
0,https://www.smh.org.tw/mag1/3910.htm,復發,2
0,https://www.smh.org.tw/mag1/3910.htm,星期,1
0,https://www.smh.org.tw/mag1/3910.htm,時間,1
0,https://www.smh.org.tw/mag1/3910.htm,發作,1
1,https://www.healthsp.org/article/depression_prevention_treatment,憂鬱症,76
1,https://www.healthsp.org/article/depression_prevention_treatment,健康,9
1,https://www.healthsp.org/article/depression_prevention_treatment,造成,6
1,https://www.healthsp.org/article/depression_prevention_treatment,疾病,6
1,https://www.healthsp.org/article/depression_prevention_treatment,世界,2
1,https://www.healthsp.org/article/depression_prevention_treatment,衛生,4
1,https://www.healthsp.org/article/depression_prevention_treatment,組織,2
1,https://www.healthsp.org/article/depression_prevention_treatment,全球,2
1,https://www.healthsp.org/article/depression_prevention_treatment,超過,3
1,https://www.healthsp.org/article/depression_prevention_treatment,罹患,12
1,https://www.healthsp.org/article/depression_prevention_treatment,台灣,7
1,https://www.healthsp.org/article/depression_prevention_treatment,統計,2
1,https://www.healthsp.org/article/depression_prevention_treatment,服用,3
1,https://www.healthsp.org/article/depression_prevention_treatment,醫生,4
1,https://www.healthsp.org/article/depression_prevention_treatment,憂鬱,8
1,https://www.healthsp.org/article/depression_prevention_treatment,藥物,9
1,https://www.healthsp.org/article/depression_prevention_treatment,人數,2
1,https://www.healthsp.org/article/depression_prevention_treatment,就醫,4
1,https://www.healthsp.org/article/depression_prevention_treatment,知道,5
1,https://www.healthsp.org/article/depression_prevention_treatment,發作,3
1,https://www.healthsp.org/article/depression_prevention_treatment,前兆,9
1,https://www.healthsp.org/article/depression_prevention_treatment,症狀,15
1,https://www.healthsp.org/article/depression_prevention_treatment,治療,30
1,https://www.healthsp.org/article/depression_prevention_treatment,醫師,18
1,https://www.healthsp.org/article/depression_prevention_treatment,專科,7
1,https://www.healthsp.org/article/depression_prevention_treatment,營養,3
1,https://www.healthsp.org/article/depression_prevention_treatment,資訊,4
1,https://www.healthsp.org/article/depression_prevention_treatment,診所,1
1,https://www.healthsp.org/article/depression_prevention_treatment,家庭,4
1,https://www.healthsp.org/article/depression_prevention_treatment,醫學,2
1,https://www.healthsp.org/article/depression_prevention_treatment,研究,15
1,https://www.healthsp.org/article/depression_prevention_treatment,提到,5
1,https://www.healthsp.org/article/depression_prevention_treatment,嚴重,2
1,https://www.healthsp.org/article/depression_prevention_treatment,生病,1
1,https://www.healthsp.org/article/depression_prevention_treatment,尋求,2
1,https://www.healthsp.org/article/depression_prevention_treatment,導致,5
1,https://www.healthsp.org/article/depression_prevention_treatment,原因,6
1,https://www.healthsp.org/article/depression_prevention_treatment,自我,5
1,https://www.healthsp.org/article/depression_prevention_treatment,檢測,3
1,https://www.healthsp.org/article/depression_prevention_treatment,方法,5
1,https://www.healthsp.org/article/depression_prevention_treatment,幫助,5
1,https://www.healthsp.org/article/depression_prevention_treatment,患者,9
1,https://www.healthsp.org/article/depression_prevention_treatment,預防,9
1,https://www.healthsp.org/article/depression_prevention_treatment,精神,4
1,https://www.healthsp.org/article/depression_prevention_treatment,失去,3
1,https://www.healthsp.org/article/depression_prevention_treatment,興趣,4
1,https://www.healthsp.org/article/depression_prevention_treatment,感到,2
1,https://www.healthsp.org/article/depression_prevention_treatment,悲傷,2
1,https://www.healthsp.org/article/depression_prevention_treatment,持續,6
1,https://www.healthsp.org/article/depression_prevention_treatment,時間,8
1,https://www.healthsp.org/article/depression_prevention_treatment,容易,2
1,https://www.healthsp.org/article/depression_prevention_treatment,發現,7
1,https://www.healthsp.org/article/depression_prevention_treatment,情緒,11
1,https://www.healthsp.org/article/depression_prevention_treatment,維持,2
1,https://www.healthsp.org/article/depression_prevention_treatment,感受,2
1,https://www.healthsp.org/article/depression_prevention_treatment,行為,1
1,https://www.healthsp.org/article/depression_prevention_treatment,思考,2
1,https://www.healthsp.org/article/depression_prevention_treatment,影響,3
1,https://www.healthsp.org/article/depression_prevention_treatment,身體,2
1,https://www.healthsp.org/article/depression_prevention_treatment,問題,3
1,https://www.healthsp.org/article/depression_prevention_treatment,正常,2
1,https://www.healthsp.org/article/depression_prevention_treatment,生活,11
1,https://www.healthsp.org/article/depression_prevention_treatment,睡眠,5
1,https://www.healthsp.org/article/depression_prevention_treatment,工作,2
1,https://www.healthsp.org/article/depression_prevention_treatment,防治,3
1,https://www.healthsp.org/article/depression_prevention_treatment,協會,3
1,https://www.healthsp.org/article/depression_prevention_treatment,目前,1
1,https://www.healthsp.org/article/depression_prevention_treatment,診斷,4
1,https://www.healthsp.org/article/depression_prevention_treatment,標準,2
1,https://www.healthsp.org/article/depression_prevention_treatment,大部分,1
1,https://www.healthsp.org/article/depression_prevention_treatment,得到,2
1,https://www.healthsp.org/article/depression_prevention_treatment,包括,1
1,https://www.healthsp.org/article/depression_prevention_treatment,快樂,1
1,https://www.healthsp.org/article/depression_prevention_treatment,煩躁,1
1,https://www.healthsp.org/article/depression_prevention_treatment,減少,1
1,https://www.healthsp.org/article/depression_prevention_treatment,體重,2
1,https://www.healthsp.org/article/depression_prevention_treatment,下降,2
1,https://www.healthsp.org/article/depression_prevention_treatment,增加,6
1,https://www.healthsp.org/article/depression_prevention_treatment,食慾,1
1,https://www.healthsp.org/article/depression_prevention_treatment,失眠,3
1,https://www.healthsp.org/article/depression_prevention_treatment,動作,2
1,https://www.healthsp.org/article/depression_prevention_treatment,緩慢,2
1,https://www.healthsp.org/article/depression_prevention_treatment,活力,3
1,https://www.healthsp.org/article/depression_prevention_treatment,價值感,1
1,https://www.healthsp.org/article/depression_prevention_treatment,罪惡感,1
1,https://www.healthsp.org/article/depression_prevention_treatment,自責,1
1,https://www.healthsp.org/article/depression_prevention_treatment,負面,1
1,https://www.healthsp.org/article/depression_prevention_treatment,想法,1
1,https://www.healthsp.org/article/depression_prevention_treatment,無法,8
1,https://www.healthsp.org/article/depression_prevention_treatment,專注,2
1,https://www.healthsp.org/article/depression_prevention_treatment,反覆,2
1,https://www.healthsp.org/article/depression_prevention_treatment,死亡,2
1,https://www.healthsp.org/article/depression_prevention_treatment,自殺,1
1,https://www.healthsp.org/article/depression_prevention_treatment,意念,1
1,https://www.healthsp.org/article/depression_prevention_treatment,注意,1
1,https://www.healthsp.org/article/depression_prevention_treatment,面對,1
1,https://www.healthsp.org/article/depression_prevention_treatment,改善,4
1,https://www.healthsp.org/article/depression_prevention_treatment,臨床,5
1,https://www.healthsp.org/article/depression_prevention_treatment,分析,3
1,https://www.healthsp.org/article/depression_prevention_treatment,分為,2
1,https://www.healthsp.org/article/depression_prevention_treatment,生理,4
1,https://www.healthsp.org/article/depression_prevention_treatment,因素,7
1,https://www.healthsp.org/article/depression_prevention_treatment,基因,2
1,https://www.healthsp.org/article/depression_prevention_treatment,遺傳,3
1,https://www.healthsp.org/article/depression_prevention_treatment,心理,6
1,https://www.healthsp.org/article/depression_prevention_treatment,產生,1
1,https://www.healthsp.org/article/depression_prevention_treatment,傳導,4
1,https://www.healthsp.org/article/depression_prevention_treatment,物質,3
1,https://www.healthsp.org/article/depression_prevention_treatment,異常,3
1,https://www.healthsp.org/article/depression_prevention_treatment,大腦,3
1,https://www.healthsp.org/article/depression_prevention_treatment,改變,2
1,https://www.healthsp.org/article/depression_prevention_treatment,女性,4
1,https://www.healthsp.org/article/depression_prevention_treatment,壓力,4
1,https://www.healthsp.org/article/depression_prevention_treatment,不良,2
1,https://www.healthsp.org/article/depression_prevention_treatment,飲食,9
1,https://www.healthsp.org/article/depression_prevention_treatment,習慣,2
1,https://www.healthsp.org/article/depression_prevention_treatment,認知,1
1,https://www.healthsp.org/article/depression_prevention_treatment,家族,1
1,https://www.healthsp.org/article/depression_prevention_treatment,討論,1
1,https://www.healthsp.org/article/depression_prevention_treatment,神經,2
1,https://www.healthsp.org/article/depression_prevention_treatment,機制,3
1,https://www.healthsp.org/article/depression_prevention_treatment,血清素,3
1,https://www.healthsp.org/article/depression_prevention_treatment,多巴胺,1
1,https://www.healthsp.org/article/depression_prevention_treatment,重要,3
1,https://www.healthsp.org/article/depression_prevention_treatment,男性,1
1,https://www.healthsp.org/article/depression_prevention_treatment,風險,4
1,https://www.healthsp.org/article/depression_prevention_treatment,像是,4
1,https://www.healthsp.org/article/depression_prevention_treatment,缺乏,2
1,https://www.healthsp.org/article/depression_prevention_treatment,脂肪酸,8
1,https://www.healthsp.org/article/depression_prevention_treatment,攝取,5
1,https://www.healthsp.org/article/depression_prevention_treatment,傾向,3
1,https://www.healthsp.org/article/depression_prevention_treatment,患有,1
1,https://www.healthsp.org/article/depression_prevention_treatment,需要,3
1,https://www.healthsp.org/article/depression_prevention_treatment,親友,3
1,https://www.healthsp.org/article/depression_prevention_treatment,協助,4
1,https://www.healthsp.org/article/depression_prevention_treatment,觀察,1
1,https://www.healthsp.org/article/depression_prevention_treatment,發生,5
1,https://www.healthsp.org/article/depression_prevention_treatment,易怒,1
1,https://www.healthsp.org/article/depression_prevention_treatment,焦慮,1
1,https://www.healthsp.org/article/depression_prevention_treatment,過往,1
1,https://www.healthsp.org/article/depression_prevention_treatment,品質,2
1,https://www.healthsp.org/article/depression_prevention_treatment,減輕,2
1,https://www.healthsp.org/article/depression_prevention_treatment,上升,1
1,https://www.healthsp.org/article/depression_prevention_treatment,集中,1
1,https://www.healthsp.org/article/depression_prevention_treatment,注意力,1
1,https://www.healthsp.org/article/depression_prevention_treatment,減退,1
1,https://www.healthsp.org/article/depression_prevention_treatment,無助感,1
1,https://www.healthsp.org/article/depression_prevention_treatment,事情,1
1,https://www.healthsp.org/article/depression_prevention_treatment,發展,1
1,https://www.healthsp.org/article/depression_prevention_treatment,悲觀,1
1,https://www.healthsp.org/article/depression_prevention_treatment,念頭,2
1,https://www.healthsp.org/article/depression_prevention_treatment,病患,2
1,https://www.healthsp.org/article/depression_prevention_treatment,方式,5
1,https://www.healthsp.org/article/depression_prevention_treatment,評估,2
1,https://www.healthsp.org/article/depression_prevention_treatment,量表,1
1,https://www.healthsp.org/article/depression_prevention_treatment,提供,4
1,https://www.healthsp.org/article/depression_prevention_treatment,立即,1
1,https://www.healthsp.org/article/depression_prevention_treatment,諮詢,2
1,https://www.healthsp.org/article/depression_prevention_treatment,過去,1
1,https://www.healthsp.org/article/depression_prevention_treatment,星期,1
1,https://www.healthsp.org/article/depression_prevention_treatment,困擾,2
1,https://www.healthsp.org/article/depression_prevention_treatment,天數,18
1,https://www.healthsp.org/article/depression_prevention_treatment,少於,9
1,https://www.healthsp.org/article/depression_prevention_treatment,一半,18
1,https://www.healthsp.org/article/depression_prevention_treatment,大於,12
1,https://www.healthsp.org/article/depression_prevention_treatment,心情,2
1,https://www.healthsp.org/article/depression_prevention_treatment,低落,2
1,https://www.healthsp.org/article/depression_prevention_treatment,絕望,1
1,https://www.healthsp.org/article/depression_prevention_treatment,困難,2
1,https://www.healthsp.org/article/depression_prevention_treatment,過多,1
1,https://www.healthsp.org/article/depression_prevention_treatment,感覺,1
1,https://www.healthsp.org/article/depression_prevention_treatment,疲倦,1
1,https://www.healthsp.org/article/depression_prevention_treatment,食慾不振,1
1,https://www.healthsp.org/article/depression_prevention_treatment,太多,1
1,https://www.healthsp.org/article/depression_prevention_treatment,家人,1
1,https://www.healthsp.org/article/depression_prevention_treatment,事物,1
1,https://www.healthsp.org/article/depression_prevention_treatment,閱讀,1
1,https://www.healthsp.org/article/depression_prevention_treatment,說話,1
1,https://www.healthsp.org/article/depression_prevention_treatment,輕生,2
1,https://www.healthsp.org/article/depression_prevention_treatment,傷害,1
1,https://www.healthsp.org/article/depression_prevention_treatment,不適,1
1,https://www.healthsp.org/article/depression_prevention_treatment,朋友,1
1,https://www.healthsp.org/article/depression_prevention_treatment,人際,1
1,https://www.healthsp.org/article/depression_prevention_treatment,負擔,1
1,https://www.healthsp.org/article/depression_prevention_treatment,運動,3
1,https://www.healthsp.org/article/depression_prevention_treatment,活動,1
1,https://www.healthsp.org/article/depression_prevention_treatment,逐漸,1
1,https://www.healthsp.org/article/depression_prevention_treatment,影響到,2
1,https://www.healthsp.org/article/depression_prevention_treatment,學習,1
1,https://www.healthsp.org/article/depression_prevention_treatment,關係,1
1,https://www.healthsp.org/article/depression_prevention_treatment,出現,1
1,https://www.healthsp.org/article/depression_prevention_treatment,建議,7
1,https://www.healthsp.org/article/depression_prevention_treatment,諮商,1
1,https://www.healthsp.org/article/depression_prevention_treatment,透過,1
1,https://www.healthsp.org/article/depression_prevention_treatment,電話,1
1,https://www.healthsp.org/article/depression_prevention_treatment,專業,3
1,https://www.healthsp.org/article/depression_prevention_treatment,關懷,3
1,https://www.healthsp.org/article/depression_prevention_treatment,相關,3
1,https://www.healthsp.org/article/depression_prevention_treatment,醫療,4
1,https://www.healthsp.org/article/depression_prevention_treatment,安心,1
1,https://www.healthsp.org/article/depression_prevention_treatment,專線,2
1,https://www.healthsp.org/article/depression_prevention_treatment,照顧,2
1,https://www.healthsp.org/article/depression_prevention_treatment,調節,1
1,https://www.healthsp.org/article/depression_prevention_treatment,能力,1
1,https://www.healthsp.org/article/depression_prevention_treatment,使用,2
1,https://www.healthsp.org/article/depression_prevention_treatment,常見,1
1,https://www.healthsp.org/article/depression_prevention_treatment,抗鬱劑,2
1,https://www.healthsp.org/article/depression_prevention_treatment,回收,1
1,https://www.healthsp.org/article/depression_prevention_treatment,抑制劑,1
1,https://www.healthsp.org/article/depression_prevention_treatment,作用,3
1,https://www.healthsp.org/article/depression_prevention_treatment,服藥,2
1,https://www.healthsp.org/article/depression_prevention_treatment,明顯,1
1,https://www.healthsp.org/article/depression_prevention_treatment,通常,1
1,https://www.healthsp.org/article/depression_prevention_treatment,至少,2
1,https://www.healthsp.org/article/depression_prevention_treatment,副作用,1
1,https://www.healthsp.org/article/depression_prevention_treatment,反應,4
1,https://www.healthsp.org/article/depression_prevention_treatment,效果,3
1,https://www.healthsp.org/article/depression_prevention_treatment,復發,1
1,https://www.healthsp.org/article/depression_prevention_treatment,心理治療,4
1,https://www.healthsp.org/article/depression_prevention_treatment,程度,1
1,https://www.healthsp.org/article/depression_prevention_treatment,指出,1
1,https://www.healthsp.org/article/depression_prevention_treatment,有效,5
1,https://www.healthsp.org/article/depression_prevention_treatment,選擇,1
1,https://www.healthsp.org/article/depression_prevention_treatment,刺激,1
1,https://www.healthsp.org/article/depression_prevention_treatment,腦部,1
1,https://www.healthsp.org/article/depression_prevention_treatment,重視,1
1,https://www.healthsp.org/article/depression_prevention_treatment,陪伴,1
1,https://www.healthsp.org/article/depression_prevention_treatment,方面,2
1,https://www.healthsp.org/article/depression_prevention_treatment,合作,4
1,https://www.healthsp.org/article/depression_prevention_treatment,給予,2
1,https://www.healthsp.org/article/depression_prevention_treatment,成因,1
1,https://www.healthsp.org/article/depression_prevention_treatment,環境,2
1,https://www.healthsp.org/article/depression_prevention_treatment,調整,1
1,https://www.healthsp.org/article/depression_prevention_treatment,抑制,2
1,https://www.healthsp.org/article/depression_prevention_treatment,病情,1
1,https://www.healthsp.org/article/depression_prevention_treatment,以下,1
1,https://www.healthsp.org/article/depression_prevention_treatment,參考,2
1,https://www.healthsp.org/article/depression_prevention_treatment,食物,4
1,https://www.healthsp.org/article/depression_prevention_treatment,特別,1
1,https://www.healthsp.org/article/depression_prevention_treatment,主要,1
1,https://www.healthsp.org/article/depression_prevention_treatment,功能,1
1,https://www.healthsp.org/article/depression_prevention_treatment,國際,1
1,https://www.healthsp.org/article/depression_prevention_treatment,學會,2
1,https://www.healthsp.org/article/depression_prevention_treatment,專家,1
1,https://www.healthsp.org/article/depression_prevention_treatment,內容,4
1,https://www.healthsp.org/article/depression_prevention_treatment,社會,2
1,https://www.healthsp.org/article/depression_prevention_treatment,資源,1
1,https://www.healthsp.org/article/depression_prevention_treatment,現在,1
1,https://www.healthsp.org/article/depression_prevention_treatment,正視,1
1,https://www.healthsp.org/article/depression_prevention_treatment,關心,1
1,https://www.healthsp.org/article/depression_prevention_treatment,障礙,1
1,https://www.healthsp.org/article/depression_prevention_treatment,了解,2
1,https://www.healthsp.org/article/depression_prevention_treatment,過敏,6
1,https://www.healthsp.org/article/depression_prevention_treatment,聲明,2
1,https://www.healthsp.org/article/depression_prevention_treatment,訊息,1
1,https://www.healthsp.org/article/depression_prevention_treatment,正確,1
1,https://www.healthsp.org/article/depression_prevention_treatment,完整,1
1,https://www.healthsp.org/article/depression_prevention_treatment,適當,1
1,https://www.healthsp.org/article/depression_prevention_treatment,責任,1
1,https://www.healthsp.org/article/depression_prevention_treatment,網站,2
1,https://www.healthsp.org/article/depression_prevention_treatment,狀況,1
1,https://www.healthsp.org/article/depression_prevention_treatment,濫用,1
1,https://www.healthsp.org/article/depression_prevention_treatment,資料,1
1,https://www.healthsp.org/article/depression_prevention_treatment,來源,1
1,https://www.healthsp.org/article/depression_prevention_treatment,法人,1
1,https://www.healthsp.org/article/depression_prevention_treatment,顯示,1
1,https://www.healthsp.org/article/depression_prevention_treatment,提升,2
1,https://www.healthsp.org/article/depression_prevention_treatment,認識,4
1,https://www.healthsp.org/article/depression_prevention_treatment,關節炎,4
1,https://www.healthsp.org/article/depression_prevention_treatment,告訴,1
1,https://www.healthsp.org/article/depression_prevention_treatment,人員,2
1,https://www.healthsp.org/article/depression_prevention_treatment,廣告,1
2,https://www.depression.org.tw/knowledge/info.asp?/69.html,憂鬱症,49
2,https://www.depression.org.tw/knowledge/info.asp?/69.html,憂鬱,31
2,https://www.depression.org.tw/knowledge/info.asp?/69.html,正常,2
2,https://www.depression.org.tw/knowledge/info.asp?/69.html,情緒,8
2,https://www.depression.org.tw/knowledge/info.asp?/69.html,反應,2
2,https://www.depression.org.tw/knowledge/info.asp?/69.html,挫折,4
2,https://www.depression.org.tw/knowledge/info.asp?/69.html,失落,3
2,https://www.depression.org.tw/knowledge/info.asp?/69.html,精神科,8
2,https://www.depression.org.tw/knowledge/info.asp?/69.html,食慾,1
2,https://www.depression.org.tw/knowledge/info.asp?/69.html,失眠,3
2,https://www.depression.org.tw/knowledge/info.asp?/69.html,疲倦,1
2,https://www.depression.org.tw/knowledge/info.asp?/69.html,無力,2
2,https://www.depression.org.tw/knowledge/info.asp?/69.html,自殺,8
2,https://www.depression.org.tw/knowledge/info.asp?/69.html,抑鬱症,1
2,https://www.depression.org.tw/knowledge/info.asp?/69.html,自我,3
2,https://www.depression.org.tw/knowledge/info.asp?/69.html,檢測,2
2,https://www.depression.org.tw/knowledge/info.asp?/69.html,焦慮,2
2,https://www.depression.org.tw/knowledge/info.asp?/69.html,焦慮症,5
2,https://www.depression.org.tw/knowledge/info.asp?/69.html,家人,9
2,https://www.depression.org.tw/knowledge/info.asp?/69.html,相關,4
2,https://www.depression.org.tw/knowledge/info.asp?/69.html,文章,2
